WingID,alpha,U,U_ci,Re_c,Re_c_ci,rho,rho_ci,mu,mu_ci,T_atm,T_atm_CI,P_atm,P_atm_CI,P_V_mean,Fx_V_mean,Fy_V_mean,Fz_V_mean,Mx_V_mean,My_V_mean,Mz_V_mean,P_V_ci,Fx_V_ci,Fy_V_ci,Fz_V_ci,Mx_V_ci,My_V_ci,Mz_V_ci,FL_wt_mean,FD_wt_mean,FS_wt_mean,Mn_wt_mean,Ml_wt_mean,Mm_wt_mean,FL_wt_ci,FD_wt_ci,FS_wt_ci,Mn_wt_ci,Ml_wt_ci,Mm_wt_ci,t_s,f_s
F1380,0,12.53010395,0.472594968,793228.5565,29949.20278,1.157215562,0.001992691,1.83E-05,8.81E-10,23.05253519,0.007920053,98340.7656,169.3195,1.115050904,-0.06963549,-0.161529826,0.190309887,-0.251341268,0.057407263,0.333332984,0.017185878,0.066342707,0.007655527,0.065372563,0.005273742,0.073282871,0.021830185,2.262679614,0.314592101,0.269401193,-0.01277639,0.509594271,-0.178199231,0.794575165,0.558427622,7.14134213,0.205890521,0.197452979,0.031822061,45,4000
F1380,2,12.52609067,0.46136555,792723.27,29229.79533,1.157008595,0.001992376,1.83E-05,9.53E-10,23.10552044,0.0085669,98340.7656,169.3195,1.114303232,-0.025583349,-0.153847219,0.164984603,-0.251504636,0.038468053,0.356477205,0.01676792,0.06012356,0.005646686,0.061339865,0.004446676,0.057252167,0.023335565,2.995383298,0.368582092,0.254859328,-0.021824841,0.657147246,-0.219031584,0.831549064,0.53951407,6.212629895,0.176052094,0.175184851,0.032586065,45,4000
F1380,4,12.51331754,0.478631634,792039.53,30326.20979,1.157111369,0.001993765,1.83E-05,2.20E-09,23.07920714,0.019751858,98340.7656,169.3195,1.112525205,0.014191695,-0.148938279,0.140990203,-0.252413725,0.022443461,0.376578812,0.01738117,0.055590395,0.005550516,0.058063263,0.003831479,0.055747815,0.02427801,3.659346325,0.425496801,0.238237434,-0.03754867,0.790347274,-0.251138434,0.857571496,0.55243558,5.88924159,0.16888592,0.164127347,0.033539238,45,4000
F1380,6,12.50380277,0.457479501,791404.3857,28987.39167,1.157084216,0.00199262,1.83E-05,1.13E-09,23.08615869,0.010152744,98340.7656,169.3195,1.111120312,0.046820784,-0.146039318,0.12062454,-0.25388497,0.009760447,0.392206057,0.016597789,0.063313287,0.005133975,0.06796369,0.004758768,0.057618387,0.027801173,4.198483478,0.520768434,0.210926695,-0.060870411,0.899419856,-0.273861699,0.980596338,0.618787263,6.575264716,0.187023303,0.184961621,0.038159472,45,4000
F1380,8,12.48618695,0.481311862,790178.6607,30489.99734,1.156992666,0.00199346,1.83E-05,2.12E-09,23.10959914,0.019075873,98340.7656,169.3195,1.108489889,0.076318817,-0.14391373,0.101375097,-0.255173642,-0.000762475,0.406021021,0.017439138,0.058036042,0.004833704,0.062439472,0.005305286,0.072999658,0.023696759,4.673547304,0.640379,0.193055976,-0.08837122,0.997512626,-0.293385835,0.850274572,0.54392092,6.767165077,0.201360473,0.180540367,0.033075883,45,4000
F1380,10,12.47103467,0.465611943,789165.4103,29495.19865,1.156947687,0.001992165,1.83E-05,7.54E-10,23.12111674,0.006773511,98340.7656,169.3195,1.106256916,0.104208038,-0.142546072,0.082203415,-0.25685335,-0.009710464,0.419090877,0.016847566,0.059794164,0.005878555,0.065535919,0.006407117,0.102150897,0.025069597,5.139445575,0.782032687,0.178552398,-0.118884909,1.089549193,-0.310373584,0.913694865,0.595349378,8.177072089,0.254138333,0.205057105,0.035518528,45,4000
F1380,12,12.44308102,0.478072286,787436.8244,30284.2691,1.156981128,0.001992096,1.83E-05,3.95E-10,23.1125535,0.003554439,98340.7656,169.3195,1.102235418,0.128222168,-0.141830653,0.064626136,-0.258186052,-0.015984945,0.430466767,0.017261558,0.054992145,0.006323345,0.058101901,0.006564321,0.110055732,0.021831255,5.540737794,0.936176976,0.188901552,-0.151104987,1.167773699,-0.324699476,0.813449572,0.550059024,8.234377685,0.260447438,0.200416537,0.031776184,45,4000
F1380,14,12.39319981,0.496858818,784278.4603,31471.77114,1.156979691,0.001992757,1.83E-05,1.52E-09,23.11292157,0.013644128,98340.7656,169.3195,1.09503419,0.065221207,-0.135846052,0.11372904,-0.248199054,-0.001316083,0.402563391,0.017869913,0.197804296,0.060498716,0.144132312,0.01324563,0.295777295,0.070309417,4.174248199,1.250775892,0.236674656,-0.207418072,0.942324191,-0.30884304,2.571562202,2.811748791,23.21207234,0.689071079,0.618635045,0.124591686,45,4000
F1380,16,12.35638425,0.483377085,781836.2368,30614.80306,1.156885784,0.001992323,1.83E-05,1.19E-09,23.13696967,0.010718416,98340.7656,169.3195,1.089666573,0.080409771,-0.134011798,0.103797199,-0.248161695,-0.006633292,0.410269979,0.017330716,0.202823732,0.071768069,0.15644082,0.016828107,0.329701823,0.077333182,4.377994478,1.419859745,0.233078604,-0.245129962,0.986214234,-0.321594604,2.864953421,3.257623581,25.25560802,0.764322135,0.656882947,0.141908021,45,4000
F1380,18,12.33381564,0.493586017,780631.603,31268.99335,1.157072694,0.001992671,1.83E-05,1.23E-09,23.08910861,0.011035673,98340.7656,169.3195,1.086571155,0.09446343,-0.132234211,0.094377479,-0.248381788,-0.011261933,0.417760189,0.017668344,0.221927231,0.083165343,0.161266701,0.017511875,0.380180918,0.07388059,4.576855857,1.610246891,0.233916231,-0.284477655,1.024722431,-0.333626877,2.851187982,3.590765387,28.3751946,0.864719201,0.730370982,0.149731339,45,4000
F1380,20,12.30408067,0.523360771,778587.4603,33144.79511,1.15693668,0.001992258,1.83E-05,9.64E-10,23.12393561,0.008663407,98340.7656,169.3195,1.082209563,0.105413775,-0.13146568,0.086539216,-0.249381341,-0.01587138,0.424914339,0.018689594,0.28060571,0.095460242,0.178343054,0.018123863,0.420437498,0.093493242,4.792217587,1.799422693,0.14398332,-0.326958539,1.051492068,-0.342743462,3.528247478,4.191195977,32.42067747,0.956422972,0.870092111,0.179168682,45,4000
F1380,22,12.30379091,0.482261305,778587.1992,30547.19001,1.156951841,0.001993081,1.83E-05,1.87E-09,23.12005306,0.016833073,98340.7656,169.3195,1.082179654,0.140983228,-0.140093508,0.051986762,-0.258627414,-0.023693,0.449031667,0.017218052,0.178128206,0.051948903,0.185143661,0.017875401,0.326622364,0.074214323,5.981343375,1.88436167,-0.26264138,-0.361782437,1.169883564,-0.350561063,2.713748927,2.61768258,25.13415186,0.786221551,0.623716537,0.123034918,45,4000
F1380,24,12.27316873,0.496463851,776834.8983,31452.38285,1.157107805,0.001992773,1.83E-05,1.28E-09,23.08011944,0.011514172,98340.7656,169.3195,1.077923761,0.144349634,-0.138380405,0.048115177,-0.256635136,-0.023059417,0.45264929,0.017684861,0.180115546,0.061265148,0.182623204,0.018760844,0.348366565,0.073267256,5.977127798,2.082231056,-0.251550791,-0.398581531,1.170415005,-0.360258914,2.750680435,2.867584638,26.17840065,0.823609021,0.643356565,0.129617509,45,4000
F1380,25,12.23876356,0.479904775,774626.9428,30403.90089,1.157082284,0.001992739,1.83E-05,1.29E-09,23.08665321,0.011620168,98340.7656,169.3195,1.073002653,0.142602348,-0.134665275,0.051135808,-0.254765916,-0.025043172,0.45381285,0.017045184,0.192161441,0.085232045,0.178498847,0.020063871,0.409772631,0.069228868,5.878040642,2.247869317,-0.293634092,-0.42547178,1.154840474,-0.369180704,2.863656703,3.542820713,29.46957404,0.935783984,0.712305281,0.14849855,45,4000
F1380,23,12.29563133,0.496158102,778187.8006,31430.32714,1.157049996,0.001992318,1.83E-05,7.00E-10,23.09491976,0.006294806,98340.7656,169.3195,1.081087662,0.145663503,-0.140569517,0.046263745,-0.258121804,-0.022921748,0.452126763,0.017705384,0.179721808,0.058438546,0.181722342,0.018446836,0.339876204,0.076827565,6.06111476,1.951671497,-0.276685851,-0.376558091,1.182922929,-0.354672375,2.829732376,2.836857945,25.72909384,0.807047817,0.635543037,0.130794698,45,4000
F1380,21,12.29449732,0.469633498,778022.7604,29749.72096,1.156971704,0.001992874,1.83E-05,1.65E-09,23.11496659,0.014837103,98340.7656,169.3195,1.080866138,0.110747178,-0.133512387,0.079871397,-0.253040546,-0.018989213,0.433015205,0.016753577,0.274377404,0.108157212,0.203270681,0.023598773,0.453559398,0.100554841,5.190186333,1.883626638,-0.122663494,-0.346699862,1.065706272,-0.34560449,3.862347885,4.678789709,34.35073679,1.041074996,0.891580014,0.19853047,45,4000
F1380,19,12.31479058,0.482691472,779412.659,30579.38503,1.157060282,0.001992239,1.83E-05,4.23E-10,23.09228631,0.00380115,98340.7656,169.3195,1.083836059,0.09935015,-0.131562859,0.089806189,-0.248151885,-0.013035097,0.421296632,0.017250498,0.230136962,0.097066297,0.162681705,0.020633814,0.386173724,0.087812808,4.662738588,1.69175284,0.147146911,-0.30283593,1.038218705,-0.339438762,3.356106117,4.188704179,28.9330301,0.877789322,0.749921464,0.17573762,45,4000
F1380,17,12.35026224,0.475546898,781532.0824,30122.97424,1.156955322,0.001992069,1.83E-05,4.63E-10,23.11916179,0.004160564,98340.7656,169.3195,1.088840853,0.086848657,-0.13290308,0.09825092,-0.247604101,-0.008314524,0.414147498,0.017041789,0.192853414,0.081149475,0.151035065,0.018495718,0.346707524,0.072910818,4.464810786,1.500891546,0.186919471,-0.261306828,1.005617707,-0.328913392,2.792058017,3.518221847,25.69684941,0.792042926,0.651319924,0.146887942,45,4000
F1380,15,12.37395452,0.487517278,783056.9923,30880.86046,1.156976714,0.001992162,1.83E-05,6.28E-10,23.11368382,0.005647091,98340.7656,169.3195,1.092261669,0.072527409,-0.134602768,0.107370128,-0.247573385,-0.003723516,0.406904916,0.017505797,0.201189675,0.073179662,0.124236396,0.013720845,0.298363214,0.074740417,4.276347849,1.324742127,0.14992916,-0.222810053,0.96600338,-0.317019735,2.748765618,3.27063787,23.02624301,0.676999618,0.620736652,0.139929907,45,4000
F1380,13,12.40357796,0.500682949,784949.4028,31714.14868,1.156991491,0.00199258,1.83E-05,1.29E-09,23.10989987,0.011600527,98340.7656,169.3195,1.096538963,0.058504271,-0.13652129,0.116121086,-0.248072774,0.001314327,0.399585042,0.018023057,0.225320652,0.070403856,0.132890664,0.013390653,0.276145626,0.087744257,4.096938247,1.171478086,0.135790832,-0.185772602,0.925766263,-0.304037407,3.136633525,3.332467998,22.97499623,0.642257081,0.653850777,0.150169406,45,4000
F1380,11,12.45352183,0.465436322,788055.9978,29484.00915,1.156946691,0.001992501,1.83E-05,1.29E-09,23.12137196,0.01157271,98340.7656,169.3195,1.103719332,0.115668725,-0.142132549,0.071456643,-0.257774056,-0.012043912,0.425259541,0.016817546,0.062617083,0.005844469,0.068353519,0.006678336,0.097383788,0.027332461,5.369552664,0.85959776,0.082954404,-0.128577302,1.129589108,-0.317786283,0.984889071,0.640630536,8.11997065,0.249220637,0.207623038,0.038382895,45,4000
F1380,9,12.47375457,0.497251409,789410.139,31498.26801,1.157007767,0.001992349,1.83E-05,9.09E-10,23.10573234,0.008171441,98340.7656,169.3195,1.106698182,0.089596993,-0.143334919,0.089346946,-0.256508422,-0.004506478,0.413849321,0.018000629,0.062991264,0.005112328,0.06883269,0.005767584,0.077112776,0.027917587,4.975129935,0.698635488,0.044661516,-0.096399806,1.044282301,-0.302624953,0.992760017,0.631388654,7.296567247,0.21671561,0.195245858,0.038601842,45,4000
F1380,7,12.50484926,0.459161518,791345.0538,29089.12133,1.156980586,0.001992422,1.83E-05,1.10E-09,23.11269234,0.009907986,98340.7656,169.3195,1.111191029,0.060664603,-0.145110928,0.108059515,-0.25517667,0.005143114,0.400854112,0.016658905,0.060881858,0.004905949,0.065563014,0.004945331,0.057183906,0.025796734,4.526079661,0.561332371,0.01170505,-0.066528711,0.948946822,-0.284667287,0.913409771,0.580505425,6.388837339,0.182581097,0.178791678,0.035604743,45,4000
F1380,5,12.51089387,0.468018689,791802.0886,29651.80585,1.157042052,0.001992225,1.83E-05,4.85E-10,23.09695376,0.00436203,98340.7656,169.3195,1.112118173,0.029674854,-0.147142519,0.127351214,-0.252595225,0.016397541,0.386165055,0.016990365,0.062265392,0.006009083,0.065110987,0.0043559,0.060082992,0.027817176,3.977083337,0.441694145,-0.013091359,-0.040884094,0.84683534,-0.265796929,0.980352484,0.628062414,6.517358927,0.18591883,0.18269446,0.038296644,45,4000
F1380,3,12.51681486,0.477171057,792210.1245,30231.82892,1.157069509,0.00199288,1.83E-05,1.48E-09,23.08992381,0.01333,98340.7656,169.3195,1.113001082,-0.00671482,-0.151088565,0.148935318,-0.251368955,0.030699441,0.368647352,0.017332198,0.059671164,0.005890695,0.062449973,0.004104834,0.054510322,0.028035749,3.38594289,0.354461519,-0.041051336,-0.020070181,0.725634372,-0.238783892,0.986134446,0.626279557,6.144912703,0.174003154,0.173658395,0.038448748,45,4000
F1380,1,12.52900072,0.456527449,793130.2433,28932.09783,1.157192113,0.001992727,1.83E-05,1.01E-09,23.05853753,0.009084138,98340.7656,169.3195,1.114871706,-0.049394695,-0.157260688,0.173378274,-0.250758941,0.048172424,0.347146537,0.016598033,0.059438975,0.005907631,0.059573826,0.004737924,0.059032722,0.019684708,2.688831854,0.296460186,-0.084776345,-0.007046929,0.583362586,-0.202677811,0.713599686,0.482883887,6.18907567,0.175915673,0.17382364,0.028283091,45,4000
F1380,0,12.53184367,0.475871581,793121.5941,30148.17471,1.157036793,0.001992395,1.83E-05,9.02E-10,23.09830037,0.008103983,98340.7656,169.3195,1.115163327,-0.072401121,-0.161360664,0.186246028,-0.251159811,0.05792118,0.335504667,0.017305108,0.068247058,0.007069303,0.067120513,0.005308137,0.067206576,0.024166844,2.337685316,0.273827414,-0.107142533,-0.003684423,0.506343694,-0.181143145,0.86957777,0.584892995,7.04182218,0.199233466,0.198708518,0.034416383,45,4000
F1380,-1,12.53462009,0.461861068,793337.6848,29263.88791,1.157070034,0.001992272,1.83E-05,4.80E-10,23.08978942,0.004310138,98340.7656,169.3195,1.11559406,-0.094102504,-0.165179076,0.198390336,-0.25129978,0.067167554,0.324556059,0.016798298,0.076561671,0.009126975,0.074241377,0.006010708,0.0848645,0.025246487,1.999589073,0.258390968,-0.124728782,-0.002497997,0.433790453,-0.161260384,0.918043731,0.65133473,8.213283358,0.236384358,0.227478245,0.036879201,45,4000
F1380,-2,12.52729197,0.478741485,792723.2441,30325.35177,1.15694594,0.001992022,1.83E-05,3.39E-10,23.12156412,0.003050661,98340.7656,169.3195,1.114428762,-0.114588693,-0.168996643,0.20964399,-0.251748237,0.075821043,0.314160495,0.017402096,0.091027078,0.012090819,0.08520509,0.006974555,0.103149812,0.031350437,1.689972813,0.252105954,-0.158650745,-0.003060412,0.365642707,-0.141691629,1.134335567,0.822574957,9.754559449,0.280443875,0.270393062,0.045907818,45,4000
F1380,-3,12.53003448,0.467013907,792840.2527,29581.93191,1.156899371,0.001992109,1.83E-05,8.08E-10,23.13349006,0.007264221,98340.7656,169.3195,1.114791414,-0.132504179,-0.172229962,0.219733331,-0.252120591,0.083346264,0.304821382,0.016977591,0.108560327,0.016136021,0.10232865,0.008513637,0.122031302,0.041075735,1.411113559,0.261420329,-0.176121187,-0.005345697,0.306101034,-0.124429923,1.474915821,1.079176741,11.61718657,0.333880369,0.322303143,0.059949168,45,4000
F1380,-4,12.5245849,0.475473629,792593.0275,30120.47604,1.156979797,0.001993249,1.83E-05,1.97E-09,23.11289441,0.017738807,98340.7656,169.3195,1.114061307,-0.148687166,-0.175194558,0.228670095,-0.252295094,0.089993894,0.296666132,0.017279729,0.109228246,0.017471553,0.095376768,0.008123522,0.128367196,0.037267874,1.163495439,0.265679846,-0.211500569,-0.008809204,0.252855169,-0.109350798,1.348431679,1.055188365,11.68039304,0.335132459,0.324225566,0.056061898,45,4000
F1380,-6,12.52128716,0.458433249,792329.6316,29041.12879,1.156934706,0.001992342,1.83E-05,1.10E-09,23.12444115,0.009886478,98340.7656,169.3195,1.113545765,-0.178259484,-0.181085299,0.245286224,-0.253976903,0.101428611,0.281850369,0.016653577,0.125275281,0.026613533,0.108811011,0.010586975,0.154911264,0.045597352,0.763658732,0.295506017,-0.302677154,-0.021455707,0.156359616,-0.079442823,1.65242323,1.437168342,13.6970116,0.396733075,0.376381041,0.07175739,45,4000
F1380,-8,12.50881584,0.448707515,791479.4441,28424.15074,1.156884358,0.001992358,1.83E-05,1.24E-09,23.13733509,0.011162422,98340.7656,169.3195,1.11169204,-0.201522468,-0.185791407,0.258420688,-0.255667178,0.110333778,0.270256051,0.016282221,0.116828514,0.016497471,0.098222306,0.008622909,0.12918352,0.04069694,0.469529323,0.336579568,-0.37608904,-0.03581859,0.081510746,-0.055406364,1.460736958,1.091738792,12.05610046,0.340111899,0.34050414,0.059757214,45,4000
F1380,-10,12.49995251,0.466631116,790877.3166,29555.3716,1.156850246,0.001992096,1.83E-05,9.42E-10,23.14607152,0.008464354,98340.7656,169.3195,1.110377108,-0.223567874,-0.190060149,0.270864123,-0.256610085,0.118758403,0.258806995,0.016922234,0.110564884,0.016126211,0.091903312,0.00818348,0.127445914,0.036125597,0.157325138,0.404693468,-0.446861556,-0.054139115,0.012359534,-0.033158418,1.304041183,1.013251708,11.58803534,0.329230786,0.324804934,0.054040243,45,4000
F1380,-12,12.48356725,0.451631066,789881.7336,28608.76412,1.156884244,0.001992193,1.83E-05,1.01E-09,23.13736427,0.009040895,98340.7656,169.3195,1.108024835,-0.246610563,-0.195351506,0.28359909,-0.258308976,0.127990046,0.246772954,0.016355632,0.109027771,0.014650786,0.096709286,0.008472648,0.10950458,0.044125533,-0.143903395,0.477441308,-0.511633506,-0.077251833,-0.059223827,-0.007765569,1.554855989,1.116739645,10.98075117,0.306386685,0.313934995,0.062889529,45,4000
F1380,-14,12.46171925,0.462796464,788529.3038,29315.44609,1.15690907,0.001992104,1.83E-05,7.64E-10,23.13100629,0.006867747,98340.7656,169.3195,1.104876969,-0.267604241,-0.200504511,0.295124759,-0.259913244,0.136193812,0.235216893,0.016732336,0.11936196,0.020203307,0.108815083,0.010971338,0.117593412,0.054518738,-0.430030847,0.568165894,-0.58829305,-0.103217068,-0.122012278,0.0166725,1.912424172,1.430039937,12.03176639,0.336150353,0.343956792,0.07853639,45,4000
F1380,-16,12.41995462,0.463957869,785907.8036,29389.43035,1.15692669,0.001992066,1.83E-05,6.02E-10,23.12649388,0.005411124,98340.7656,169.3195,1.098851453,-0.284377539,-0.205086444,0.304416155,-0.261351303,0.142603407,0.225545684,0.016718558,0.124871508,0.023622721,0.105097823,0.010845797,0.122350747,0.056515143,-0.660859346,0.656357659,-0.653859326,-0.128851661,-0.169644495,0.037596349,1.973854824,1.549253575,12.28700723,0.338388533,0.355733434,0.082518189,45,4000
F1380,-18,12.40175886,0.455036479,784787.7501,28826.56893,1.156952767,0.001992082,1.83E-05,5.19E-10,23.11981596,0.004668463,98340.7656,169.3195,1.096246791,-0.297789739,-0.20872416,0.312102906,-0.262316663,0.147232531,0.217681846,0.016372472,0.137968972,0.024956623,0.115202009,0.011416459,0.120569304,0.068942659,-0.847707257,0.748467678,-0.721126222,-0.1546267,-0.204538797,0.054220534,2.371873744,1.812751388,13.02680414,0.350087755,0.385607207,0.098267669,45,4000
F1380,-20,12.38627661,0.477629054,783924.1894,30259.14194,1.157049554,0.001992219,1.83E-05,4.15E-10,23.09503297,0.0037322,98340.7656,169.3195,1.094090989,-0.30861689,-0.211111463,0.318555024,-0.26270727,0.150753201,0.211306525,0.017167884,0.16429419,0.030211797,0.152404674,0.015556289,0.134792646,0.090189872,-0.998022284,0.858300463,-0.773530579,-0.179556947,-0.229891398,0.066424901,3.079440299,2.346976861,15.72806699,0.42744058,0.46214073,0.12753998,45,4000
F1380,0,18.73231057,0.237792634,1184324.609,15068.70493,1.156367116,0.0009957,1.83E-05,5.75E-10,23.26986395,0.005171967,98340.7656,84.65975,2.24091974,0.10565305,-0.112620487,0.119513661,-0.245783065,-0.024987801,0.417017582,0.012897479,0.129542515,0.016284406,0.129716331,0.01200934,0.242341115,0.032522521,4.746304109,0.624984778,-0.002792608,-0.011615306,1.089381794,-0.396092104,1.311588649,0.986866352,18.38432038,0.575209145,0.455045735,0.052387896,45,4000
F1380,2,18.7035552,0.240497517,1182557.709,15239.86693,1.156395337,0.000995668,1.83E-05,4.90E-10,23.26263027,0.00440396,98340.7656,84.65975,2.234716274,0.202232738,-0.095333291,0.062420117,-0.245705937,-0.064902468,0.46769772,0.013025447,0.080336447,0.008091159,0.079883315,0.007177024,0.125711314,0.023032775,6.341767125,0.746479478,-0.030648173,-0.023718109,1.41380433,-0.486673749,0.879417554,0.60313109,10.22482212,0.311846884,0.263213211,0.034485093,45,4000
F1380,4,18.6826941,0.242358003,1181059.726,15354.89966,1.1562964,0.000995808,1.83E-05,7.77E-10,23.28799224,0.006989463,98340.7656,84.65975,2.230012313,0.293975774,-0.082880903,0.006122371,-0.247971236,-0.100160575,0.515074843,0.013111084,0.069084881,0.004861509,0.070312709,0.005628402,0.075260963,0.024810085,7.92046975,0.889455735,-0.021345069,-0.050425267,1.720994804,-0.563329137,0.894918799,0.563637471,7.471193394,0.215953606,0.206119472,0.03468232,45,4000
F1380,6,18.67325811,0.246087875,1180479.41,15590.2848,1.156305357,0.000995552,1.83E-05,4.23E-10,23.28569599,0.003799262,98340.7656,84.65975,2.227980584,0.368437656,-0.075640166,-0.040920104,-0.250841776,-0.128656258,0.551662903,0.013307466,0.077409822,0.004974333,0.07926696,0.005713695,0.062205356,0.03122331,9.170315074,1.090533513,-0.089567721,-0.098684275,1.971350701,-0.617864056,1.103277647,0.688403951,7.638605177,0.211540861,0.220413415,0.042818723,45,4000
F1380,8,18.64589049,0.247225875,1178743.646,15662.00755,1.156302229,0.000995924,1.83E-05,8.86E-10,23.28649785,0.007968555,98340.7656,84.65975,2.222042712,0.436884234,-0.070340956,-0.085437722,-0.254371371,-0.153036069,0.584101695,0.013349761,0.083158205,0.005911176,0.089494828,0.006428789,0.061581869,0.03432592,10.30668979,1.370173353,-0.119516223,-0.158406271,2.199914648,-0.663437514,1.209106719,0.767146031,8.219425484,0.228174556,0.236888262,0.047189453,45,4000
F1380,10,18.60845975,0.243985677,1176511.783,15459.27415,1.156376812,0.000996106,1.83E-05,9.88E-10,23.26737873,0.008882959,98340.7656,84.65975,2.214072788,0.50186391,-0.067174681,-0.129300493,-0.257395522,-0.174889979,0.615123556,0.013148264,0.087061097,0.007194285,0.09435077,0.007100742,0.07029942,0.032562305,11.38779144,1.647378558,-0.166021527,-0.229357764,2.415778276,-0.70494467,1.154399919,0.762164441,8.79765603,0.247042754,0.250647114,0.045557857,45,4000
F1380,12,18.59469025,0.251742851,1175567.003,15947.81585,1.156335603,0.000996723,1.83E-05,1.43E-09,23.27794219,0.012817897,98340.7656,84.65975,2.211025529,0.557624786,-0.066249075,-0.169596559,-0.260655034,-0.19090823,0.641720588,0.013558166,0.092706354,0.009095667,0.100044105,0.008496607,0.077873738,0.032157253,12.34030117,1.959271367,-0.199428469,-0.304799654,2.599165965,-0.737234122,1.15186389,0.800352381,9.442549734,0.266144647,0.267925229,0.046174148,45,4000
F1380,14,18.55707932,0.246485048,1173183.506,15615.82661,1.156332425,0.000996471,1.83E-05,1.28E-09,23.27875686,0.011475941,98340.7656,84.65975,2.202903559,0.611424124,-0.065104469,-0.209610701,-0.262532834,-0.204672834,0.668006524,0.013246628,0.094503462,0.011701943,0.104804454,0.010360553,0.088934833,0.03143785,13.23614223,2.310116779,-0.196347163,-0.387870437,2.774114275,-0.771243505,1.148437484,0.855074337,10.03469445,0.288464974,0.278977164,0.047089032,45,4000
F1380,16,18.52573498,0.244765258,1171084.751,15505.40753,1.156267123,0.000995481,1.83E-05,3.42E-10,23.29549809,0.003073325,98340.7656,84.65975,2.196039416,0.640451886,-0.06426175,-0.231311654,-0.264054285,-0.214242876,0.686245038,0.013130827,0.118564472,0.019605996,0.14370914,0.017331026,0.132644784,0.048260343,13.83725318,2.730276557,-0.329745356,-0.488878594,2.859380411,-0.794449654,1.76931638,1.356759784,13.76939931,0.410357513,0.367616439,0.07330702,45,4000
F1380,18,18.46596841,0.255902018,1167632.562,16212.34091,1.156449349,0.000995781,1.83E-05,5.90E-10,23.24878615,0.005301541,98340.7656,84.65975,2.183510202,0.597371132,-0.065529225,-0.201385745,-0.265235489,-0.209954982,0.678261014,0.013689616,0.205519106,0.027427595,0.232505336,0.019858711,0.191141108,0.090839637,13.52654147,3.179038505,-0.862770371,-0.59647877,2.690742697,-0.779941395,3.160038163,2.318196054,21.921451,0.631868675,0.608557057,0.129022753,45,4000
F1380,20,18.41367473,0.254873289,1164141.268,16144.72534,1.156345792,0.000995862,1.83E-05,7.90E-10,23.27533018,0.007099206,98340.7656,84.65975,2.172130357,0.596591618,-0.066499437,-0.205267961,-0.264253422,-0.207282185,0.682354585,0.013594551,0.278490139,0.039141029,0.32493113,0.026747853,0.263263023,0.133303444,13.56313949,3.558164522,-0.97777868,-0.677981812,2.670630251,-0.785200652,4.583934258,3.405580181,30.21990032,0.878022628,0.832271415,0.188033731,45,4000
F1380,22,18.37304526,0.253121154,1161526.775,16033.3227,1.156320034,0.00099556,1.83E-05,4.13E-10,23.28193355,0.003711414,98340.7656,84.65975,2.163404877,0.59531158,-0.065566328,-0.208513721,-0.261639144,-0.203513813,0.68628514,0.013470598,0.333147058,0.046707017,0.40565834,0.036014941,0.314385376,0.161138198,13.51671333,3.962095096,-1.017074337,-0.756523175,2.6463664,-0.794992236,5.527347389,4.174190714,36.79496344,1.077663549,1.00482705,0.228125052,45,4000
F1380,24,18.30216507,0.243194434,1157060.063,15406.99303,1.156328083,0.000995625,1.83E-05,5.14E-10,23.27986996,0.00461859,98340.7656,84.65975,2.148318824,0.582985889,-0.055164011,-0.195408461,-0.255326418,-0.207653875,0.688401939,0.012889731,0.332917829,0.058083823,0.345208885,0.029647606,0.35599316,0.119928722,13.14159329,4.563496246,-1.216476174,-0.863846389,2.570304346,-0.81979031,4.213638152,3.613495244,35.97204915,1.040165303,0.992670525,0.182305439,45,4000
F1380,25,18.2671504,0.250523957,1154730.451,15867.97075,1.156262517,0.000996554,1.83E-05,1.36E-09,23.29667914,0.012267358,98340.7656,84.65975,2.140771236,0.574912093,-0.051767956,-0.188911877,-0.252472705,-0.206688526,0.687022929,0.013254275,0.338027771,0.058158547,0.330812785,0.028322226,0.357789636,0.114064759,12.89406425,4.809216273,-1.251385532,-0.90721742,2.526634897,-0.826199026,4.01799177,3.517697403,35.72356204,1.021965904,0.996394437,0.175284296,45,4000
F1380,23,18.33224128,0.248984437,1158856.274,15770.93682,1.156268826,0.000995492,1.83E-05,3.62E-10,23.29506165,0.003258175,98340.7656,84.65975,2.154618835,0.588624995,-0.059364195,-0.201895135,-0.257888454,-0.205741856,0.687960107,0.013219326,0.319030069,0.051768119,0.342216845,0.028807426,0.314951513,0.132254156,13.32711011,4.27917473,-1.153000936,-0.810552085,2.607737044,-0.810284192,4.563790451,3.685716683,33.94348386,0.976040632,0.943631103,0.192967063,45,4000
F1380,21,18.39457534,0.254319395,1162816.781,16108.0096,1.156280118,0.000995504,1.83E-05,3.68E-10,23.29216656,0.00331082,98340.7656,84.65975,2.16793514,0.592364186,-0.066805891,-0.206001975,-0.262571809,-0.204152117,0.683800462,0.01355006,0.302402114,0.04681942,0.368487946,0.032681659,0.299048438,0.150813686,13.52957534,3.717929061,-1.083958052,-0.713268581,2.648852394,-0.788780527,5.189573796,3.925127434,33.84987263,0.996392358,0.918980648,0.214255726,45,4000
