"","FrameID","U_des","alpha","rho","rho_std","visc","visc_std","U","U_std","Re_c","Re_c_std","L","L_std","D","D_std","Y","Y_std","n","n_std","l","l_std","m","m_std","CL","CL_std","CD","CD_std","CY","CY_std","Cn","Cn_std","Cl","Cl_std","Cm","Cm_std","L_comp","L_comp_std","D_comp","D_comp_std","m_comp","m_comp_std"
"1","F1380","high",18,1.15644934915683,0.000576965779521514,1.82891072517475e-05,6.10663628096217e-10,"18.4659684099522",0.0705428074005058,1167632.56157292,4460.92517828936,13.5265414734285,0.627632011663866,3.17903850531052,0.401453887179032,-0.86277037082328,0.284693767880326,-0.790272957545411,0.0998510864258081,1.86616472836905,0.0828338715426551,-0.779941394620331,0.0435746371941521,0.0686034523730234,0.00319734670413407,0.0161233392230748,0.00203789963178998,-0.00437576938346741,0.00144442995420914,-0.00400807947184102,0.000506781092183843,0.00946475071357857,0.000422154454308175,-0.00395568020285848,0.00022164057891776,0.107192894332849,0.00499585422520948,0.0251927175360543,0.00318421817467184,-0.00772593789620797,0.000432891755698751
"2","F1380","high",20,1.15634579247794,0.000577867090252043,1.82903706664213e-05,7.32644541979373e-10,"18.4136747295937",0.07432213086297,1164141.26788111,4699.29248805259,13.5631394946088,0.73054486955614,3.55816452176791,0.48992121290146,-0.977778679692789,0.32435221769663,-0.894887521499915,0.129887043792947,1.84382126737049,0.0998225171861849,-0.785200652335481,0.0494269476294152,0.069186532499587,0.00372980084793402,0.0181504485316269,0.00250195663993087,-0.00498771810367786,0.00165567204599329,-0.00456488445129823,0.000663183053010706,0.00940546251028861,0.000509090316270701,-0.00400536398472488,0.000252295651309997,0.108103957030605,0.00582781382489691,0.028360075830667,0.00390930724989199,-0.00782297653266577,0.000492764943964837
"3","F1380","high",22,1.15632003352721,0.00057810678249485,1.8290684958012e-05,7.61738391054813e-10,"18.3730452601423",0.0765678493121922,1161526.77496632,4841.10299797357,13.5167133308779,0.80906187020957,3.96209509589672,0.551076971034128,-1.01707433665952,0.361621648060123,-0.998052491631924,0.151436187757495,1.82238755582447,0.114954916680868,-0.794992235766679,0.0546370842175744,0.0692565349517123,0.00414868907941734,0.0203008653637813,0.00282473430588364,-0.00521125532672483,0.00185398979717534,-0.00511379176122993,0.000776226703580262,0.00933749531901378,0.000589349155465217,-0.00407335764360249,0.000280043228506423,0.108213335862051,0.00648232668658959,0.0317201021309083,0.00441364735294319,-0.00795577664766111,0.000546959430676607
"4","F1380","high",24,1.15632808322853,0.00057678848631328,1.8290586740394e-05,5.94046201691662e-10,"18.302165065829",0.070680198544172,1157060.06318343,4468.75415697402,13.1415932905652,0.714217628772379,4.56349624562012,0.586773518476643,-1.21647617386816,0.337869335363334,-1.1420371205793,0.155337707881055,1.76919281861037,0.0950791515813007,-0.81979030966916,0.053067754374715,0.0678565865216418,0.00370725538523472,0.0235636022958058,0.00303266931298038,-0.00628127190657035,0.00174583115948033,-0.00589690602730429,0.000802892154986288,0.00913522302167809,0.000493105095549924,-0.00423298536545079,0.000274689597780811,0.106025916440065,0.00579258653942925,0.0368181285871965,0.00473854580153184,-0.00826754954189607,0.000536503120665647
"5","F1380","high",25,1.15626251686431,0.000578442428826316,1.82913867719129e-05,8.01889333404933e-10,"18.2671503963981",0.0704533666305142,1154730.45082132,4454.2643114851,12.8940642478176,0.690510927642193,4.80921627339833,0.579174137321024,-1.2513855321643,0.333449356117847,-1.20038724450212,0.151976543911414,1.74061274076418,0.0914003690093856,-0.82619902567062,0.0530364204440642,0.0668377420023154,0.00360026538107346,0.0249290797949249,0.00300695751701565,-0.00648668889317685,0.00172940054560295,-0.00622233389014503,0.000788859574264034,0.00902264972914418,0.000476716996624627,-0.00428268979113267,0.000276119422413467,0.104433971878618,0.00562541465792728,0.0389516871795702,0.00469837112033695,-0.00836462849830599,0.000539295746901304
"6","F1380","high",23,1.15626882578797,0.000576720811518142,1.82913097883287e-05,5.88526183317477e-10,"18.3322412821699",0.0734476812273639,1158856.27364541,4643.27343311126,13.3271101092261,0.7394903606579,4.27917472990872,0.541014259009556,-1.15300093579824,0.330800150881463,-1.07141057667365,0.142414188142612,1.79531641198593,0.0996654844457392,-0.810284192101294,0.0528907456139001,0.0685924058028335,0.00382148101006994,0.0220241963313511,0.00278577838187295,-0.00593430289321082,0.00170316329046918,-0.00551437096672376,0.000733345596753813,0.00924019317512618,0.000514999685181983,-0.00417039715772713,0.000272707037578768,0.107175634066927,0.00597106407823428,0.0344128067677361,0.00435277872167648,-0.0081453069486858,0.000532630932771031
"7","F1380","high",21,1.15628011802031,0.000578220150429823,1.82911719983438e-05,7.76672118804235e-10,"18.3945753412195",0.0753440936252408,1162816.78114473,4763.47971321605,13.5295753375406,0.765278344841007,3.71792906148805,0.535991841200959,-1.08395805197826,0.346666367755939,-0.93991353697952,0.145712185726725,1.82408948110477,0.10742421350329,-0.788780527294123,0.0511483293043566,0.0691626413187774,0.00392340767136456,0.0190059028249662,0.00274025081608416,-0.00554114967271401,0.00177344412475432,-0.00480479994434139,0.000745031760581688,0.00932467157080309,0.00055046517555106,-0.00403221411814069,0.000261887166594272,0.10806662706059,0.00613032448650713,0.0296967231640097,0.00428164190013149,-0.00787541819949354,0.000511498372254438
"8","F1380","high",19,1.15623756799043,0.000576643452905328,1.8291691212602e-05,5.79451915096623e-10,"18.4489764275066",0.0707330855412301,1166179.73639073,4471.46524047659,13.6059790050775,0.772801968213783,3.33968896115812,0.46633600208265,-1.0056523403866,0.332652455756145,-0.837153626372702,0.125909010516484,1.85703206626856,0.106983476672391,-0.78553928886131,0.0514151379108253,0.0691461754872931,0.00393529330938796,0.016972444165542,0.0023716003726231,-0.00511076881579996,0.00169155133701438,-0.00425445104225052,0.000640236596058563,0.00943751751283886,0.000544565695899477,-0.00399214474015412,0.000261608169407606,0.108040899198896,0.00614889579591869,0.0265194440086594,0.00370562558222359,-0.00779715769561352,0.00051095345587423
"9","F1380","high",17,1.15619447444761,0.000576741286327907,1.8292217088551e-05,5.9688627107441e-10,"18.495197489654",0.0729774780891617,1169024.23789512,4613.04291395773,13.6018294875967,0.583827160765628,2.93544231574671,0.392534159308198,-0.758022488483201,0.277593458714563,-0.721718490040005,0.0958598867116378,1.90953420645335,0.0784028710700969,-0.785911904098511,0.0398940582089538,0.0687825838605738,0.00297243918003285,0.0148441286839275,0.00198671669786096,-0.00383321562954756,0.00140382711628935,-0.00364963129483212,0.000485001132572297,0.00965625225707915,0.000400061214245503,-0.0039742485744269,0.000202752637220811,0.107472787282147,0.00464443621880133,0.0231939510686367,0.00310424484040775,-0.00776220424692754,0.000396001244571896
"10","F1380","high",0,1.15636711645194,0.000577413368302568,1.82901104951485e-05,6.75941593386516e-10,"18.7323105679803",0.0637001145370429,1184324.60873997,4027.89838300409,4.74630410892858,0.26522218788367,0.624984778345266,0.246562949589937,-0.00279260806298143,0.1585944893002,-0.049714378236632,0.0583341101954803,0.800047095109436,0.032038437144039,-0.396092103577606,0.0263142401278662,0.0233941421679936,0.00130890798872135,0.00308049851460985,0.00121525835394305,-1.3764535214247e-05,0.000781701221569206,-0.000245038077116326,0.000287525975875536,0.0039433662602596,0.000158712505773223,-0.00195230536646037,0.00012991490609811,0.03655334713749,0.00204516873237711,0.00481327892907789,0.00189884117803602,-0.00381309641886791,0.000253740050972871
